word,phon_vec,syllables,ipa
টপসের,"[17, 8, 15, 19, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'ɔ', 'p'], ['s', 'e', 'r']]",ʈɔpser
অবাঙালিদের,"[8, 11, 1, 31, 1, 12, 4, 16, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['ɔ'], ['b', 'a', 'ŋ'], ['a'], ['l', 'i'], ['d̪', 'e', 'r']]",ɔbaŋalid̪er
শূন্যপদে,"[10, 14, 6, 6, 3, 15, 8, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'u', 'n'], ['n', 'o'], ['p', 'ɔ'], ['d̪', 'e']]",ʃunnopɔd̪e
চনমনে,"[22, 8, 6, 13, 8, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'ɔ', 'n'], ['m', 'ɔ'], ['n', 'e']]",tʃɔnmɔne
মানবজীবনে,"[13, 1, 6, 3, 11, 18, 4, 11, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a'], ['n', 'o', 'b'], ['dʒ', 'i'], ['b', 'o'], ['n', 'e']]",manobdʒibone
জিইডি,"[18, 4, 4, 26, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'i'], ['i'], ['ɖ', 'i']]",dʒiiɖi
রবীন্দ্রনাথও,"[2, 3, 11, 4, 6, 16, 2, 3, 6, 1, 30, 3, 0, 0, 0, 0, 0, 0]","[['r', 'o'], ['b', 'i', 'n'], ['d̪', 'r', 'o'], ['n', 'a', 't̪ʰ'], ['o']]",robind̪ronat̪ʰo
ইভটিজিং,"[4, 23, 17, 4, 18, 4, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 'bʱ'], ['ʈ', 'i'], ['dʒ', 'i', 'ŋ']]",ibʱʈidʒiŋ
রেকিট,"[2, 5, 7, 4, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['r', 'e'], ['k', 'i', 'ʈ']]",rekiʈ
কর্মই,"[7, 8, 2, 13, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'ɔ', 'r'], ['m', 'oi̯']]",kɔrmoi̯
লিভারে,"[12, 4, 23, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['l', 'i'], ['bʱ', 'a'], ['r', 'e']]",libʱare
আমই,"[1, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'm'], ['i']]",ami
স্থাপত্যটি,"[19, 30, 1, 15, 3, 9, 9, 3, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 't̪ʰ', 'a'], ['p', 'o', 't̪'], ['t̪', 'o'], ['ʈ', 'i']]",st̪ʰapot̪t̪oʈi
আক্ষেপে,"[1, 7, 24, 5, 15, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k'], ['kʰ', 'e'], ['p', 'e']]",akkʰepe
কালরাতে,"[7, 1, 12, 2, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['k', 'a', 'l'], ['r', 'a'], ['t̪', 'e']]",kalrat̪e
চিন্তক,"[22, 4, 6, 9, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃ', 'i', 'n'], ['t̪', 'ɔ', 'k']]",tʃint̪ɔk
পেহলি,"[15, 29, 21, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'æ', 'h'], ['l', 'i']]",pæhli
টেরও,"[17, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʈ', 'e', 'r'], ['o']]",ʈero
বেডশিট,"[11, 5, 26, 10, 4, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['b', 'e', 'ɖ'], ['ʃ', 'i', 'ʈ']]",beɖʃiʈ
শপথে,"[10, 8, 15, 3, 30, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ'], ['p', 'o'], ['t̪ʰ', 'e']]",ʃɔpot̪ʰe
ছুট,"[28, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'u', 'ʈ']]",tʃʰuʈ
দর্শকরাও,"[16, 8, 2, 10, 3, 7, 2, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'ɔ', 'r'], ['ʃ', 'o', 'k'], ['r', 'ao̯']]",d̪ɔrʃokrao̯
আযমকে,"[1, 18, 3, 13, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a'], ['dʒ', 'o', 'm'], ['k', 'e']]",adʒomke
শাসকশ্রেণি,"[10, 1, 10, 3, 7, 19, 2, 5, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'a'], ['ʃ', 'o', 'k'], ['s', 'r', 'e'], ['n', 'i']]",ʃaʃoksreni
সিএসএ,"[19, 4, 5, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'i'], ['e', 's'], ['e']]",siese
নিজেসহ,"[6, 4, 18, 5, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['n', 'i'], ['dʒ', 'e'], ['ʃ', 'ɔ'], ['h', 'o']]",nidʒeʃɔho
সেলেব,"[19, 5, 12, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['s', 'e'], ['l', 'e', 'b']]",seleb
উচ্চক্ষমতাসম্পন্ন,"[14, 22, 22, 3, 24, 8, 13, 3, 9, 1, 10, 8, 13, 15, 3, 6, 6, 3]","[['u', 'tʃ'], ['tʃ', 'o'], ['kʰ', 'ɔ'], ['m', 'o'], ['t̪', 'a'], ['ʃ', 'ɔ', 'm'], ['p', 'o', 'n'], ['n', 'o']]",utʃtʃokʰɔmot̪aʃɔmponno
পুষ্টিবিদ,"[15, 14, 10, 17, 4, 11, 4, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'u', 'ʃ'], ['ʈ', 'i'], ['b', 'i', 'd̪']]",puʃʈibid̪
পুলিশবাহিনীর,"[15, 14, 12, 4, 10, 11, 1, 21, 4, 6, 4, 2, 0, 0, 0, 0, 0, 0]","[['p', 'u'], ['l', 'i', 'ʃ'], ['b', 'a'], ['h', 'i'], ['n', 'i', 'r']]",puliʃbahinir
জরিপেও,"[18, 3, 2, 4, 15, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['dʒ', 'o'], ['r', 'i'], ['p', 'eo̯']]",dʒoripeo̯
সংখ্যাগুলোর,"[10, 8, 31, 24, 1, 20, 14, 12, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'ɔ', 'ŋ'], ['kʰ', 'a'], ['g', 'u'], ['l', 'o', 'r']]",ʃɔŋkʰagulor
ছোবলে,"[28, 3, 11, 3, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['tʃʰ', 'o'], ['b', 'o'], ['l', 'e']]",tʃʰobole
ইস্তফার,"[4, 19, 9, 3, 27, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['i', 's'], ['t̪', 'o'], ['f', 'a', 'r']]",ist̪ofar
পাঠনো,"[15, 1, 36, 1, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['p', 'a'], ['ʈʰ', 'a'], ['n', 'o']]",paʈʰano
আটকাল,"[1, 17, 7, 1, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'ʈ'], ['k', 'a'], ['l', 'o']]",aʈkalo
আকসু,"[1, 7, 19, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['a', 'k'], ['s', 'u']]",aksu
শিফন,"[10, 4, 27, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'i'], ['f', 'ɔ', 'n']]",ʃifɔn
ফিটনেসবিহীন,"[27, 4, 17, 6, 5, 19, 11, 4, 21, 4, 6, 0, 0, 0, 0, 0, 0, 0]","[['f', 'i', 'ʈ'], ['n', 'e', 's'], ['b', 'i'], ['h', 'i', 'n']]",fiʈnesbihin
দুটিসহ,"[16, 14, 17, 4, 10, 8, 21, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['d̪', 'u'], ['ʈ', 'i'], ['ʃ', 'ɔ'], ['h', 'o']]",d̪uʈiʃɔho
মাংসই,"[13, 1, 31, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['m', 'a', 'ŋ'], ['ʃ', 'oi̯']]",maŋʃoi̯
শেষরক্ষা,"[10, 5, 10, 2, 8, 7, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['ʃ', 'e', 'ʃ'], ['r', 'ɔ', 'k'], ['kʰ', 'a']]",ʃeʃrɔkkʰa
